Data,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
2021-03-26,288.0,346.0,51.0,125.0,1992.0,45.0,16.0
2021-03-27,246.0,293.0,40.0,106.0,2258.0,3.0,14.0
2021-03-28,123.0,160.0,25.0,65.0,1471.0,35.0,16.0
2021-03-29,41.0,67.0,10.0,37.0,508.0,58.0,17.0
2021-03-30,36.0,93.0,11.0,69.0,538.0,39.0,18.0
2021-03-31,144.0,194.0,36.0,89.0,1750.0,38.0,16.0
2021-04-01,116.0,119.0,20.0,76.0,962.0,55.0,17.0
2021-04-02,102.0,166.0,27.0,67.0,871.0,69.0,17.0
2021-04-03,26.0,100.0,7.0,43.0,450.0,49.0,14.0
2021-04-04,33.0,144.0,9.0,45.0,579.0,47.0,15.0
2021-04-05,26.0,102.0,7.0,39.0,446.0,60.0,13.0
2021-04-06,61.0,181.0,13.0,66.0,662.0,48.0,15.0
2021-04-07,99.0,205.0,23.0,83.0,762.0,59.0,16.0
2021-04-08,180.0,260.0,42.0,98.0,1488.0,74.0,18.0
2021-04-09,124.0,253.0,23.0,64.0,871.0,64.0,21.0
2021-04-10,108.0,391.0,33.0,58.0,1258.0,38.0,16.0
2021-04-11,72.0,116.0,22.0,71.0,962.0,45.0,15.0
2021-04-12,109.0,155.0,28.0,88.0,1442.0,45.0,15.0
2021-04-13,171.0,216.0,29.0,88.0,1258.0,71.0,16.0
2021-04-14,240.0,268.0,36.0,89.0,1842.0,73.0,19.0
2021-04-15,90.0,160.0,17.0,63.0,775.0,34.0,17.0
2021-04-16,64.0,126.0,14.0,82.0,767.0,26.0,16.0
2021-04-17,98.0,160.0,25.0,82.0,1254.0,45.0,14.0
2021-04-18,133.0,155.0,18.0,73.0,1317.0,49.0,16.0
2021-04-19,62.0,112.0,17.0,83.0,750.0,36.0,13.0
2021-04-20,67.0,102.0,10.0,72.0,692.0,42.0,15.0
2021-04-21,58.0,118.0,9.0,69.0,538.0,47.0,17.0
2021-04-22,70.0,145.0,12.0,75.0,571.0,60.0,18.0
2021-04-23,135.0,193.0,27.0,49.0,879.0,83.0,19.0
2021-04-24,118.0,146.0,20.0,48.0,717.0,87.0,19.0
2021-04-25,144.0,215.0,21.0,93.0,1062.0,57.0,19.0
2021-04-26,95.0,108.0,4.0,23.0,336.0,61.0,17.0
2021-04-27,123.0,138.0,13.0,34.0,580.0,70.0,18.0
2021-04-28,122.0,155.0,23.0,59.0,802.0,46.0,19.0
2021-04-29,116.0,156.0,27.0,65.0,916.0,85.0,20.0
2021-04-30,120.0,177.0,22.0,78.0,842.0,91.0,21.0
2021-05-01,126.0,199.0,19.0,54.0,708.0,86.0,19.0
2021-05-02,39.0,59.0,3.0,23.0,338.0,71.0,16.0
2021-05-03,59.0,188.0,8.0,47.0,504.0,49.0,15.0
2021-05-04,39.0,58.0,2.0,18.0,379.0,68.0,13.0
2021-05-05,40.0,60.0,4.0,44.0,479.0,54.0,14.0
2021-05-06,95.0,134.0,30.0,66.0,962.0,58.0,16.0
2021-05-07,71.0,130.0,15.0,54.0,1058.0,53.0,19.0
2021-05-08,92.0,143.0,18.0,61.0,992.0,77.0,18.0
2021-05-09,65.0,119.0,34.0,57.0,1212.0,70.0,17.0
2021-05-10,57.0,98.0,31.0,56.0,1167.0,67.0,16.0
2021-05-11,25.0,28.0,4.0,33.0,825.0,64.0,12.0
2021-05-12,38.0,79.0,8.0,52.0,596.0,64.0,21.0
2021-05-13,56.0,130.0,12.0,59.0,604.0,59.0,22.0
2021-05-14,24.0,82.0,5.0,30.0,300.0,61.0,18.0
2021-05-15,73.0,226.0,9.0,70.0,571.0,41.0,20.0
2021-05-16,61.0,151.0,12.0,59.0,571.0,71.0,23.0
2021-05-17,68.0,151.0,25.0,71.0,883.0,90.0,21.0
2021-05-18,104.0,226.0,27.0,65.0,833.0,111.0,23.0
2021-05-19,111.0,182.0,16.0,59.0,833.0,121.0,23.0
2021-05-20,95.0,169.0,11.0,50.0,883.0,103.0,25.0
2021-05-21,113.0,192.0,26.0,63.0,1258.0,113.0,24.0
2021-05-22,151.0,247.0,18.0,76.0,1296.0,94.0,27.0
2021-05-23,85.0,168.0,20.0,55.0,654.0,126.0,27.0
2021-05-24,85.0,118.0,7.0,51.0,858.0,42.0,21.0
2021-05-25,78.0,138.0,2.0,30.0,488.0,57.0,24.0
2021-05-26,29.0,87.0,4.0,66.0,471.0,55.0,25.0
2021-05-27,39.0,109.0,4.0,48.0,342.0,61.0,25.0
2021-05-28,37.0,37.0,9.0,74.0,542.0,83.0,27.0
2021-05-29,56.0,56.0,12.0,97.0,788.0,93.0,29.0
2021-05-30,91.0,148.0,36.0,79.0,1342.0,155.0,29.0
2021-05-31,115.0,248.0,49.0,75.0,2096.0,139.0,27.0
2021-06-01,49.0,63.0,3.0,32.0,512.0,124.0,23.0
2021-06-02,31.0,44.0,3.0,38.0,421.0,96.0,21.0
2021-06-03,40.0,53.0,7.0,60.0,542.0,95.0,25.0
2021-06-04,58.0,58.0,9.0,72.0,712.0,87.0,25.0
2021-06-05,69.0,69.0,11.0,61.0,671.0,113.0,27.0
2021-06-06,58.0,58.0,10.0,54.0,908.0,48.0,21.0
2021-06-07,12.0,12.0,2.0,34.0,304.0,57.0,23.0
2021-06-08,30.0,30.0,7.0,64.0,612.0,39.0,21.0
2021-06-09,31.0,31.0,6.0,50.0,504.0,66.0,23.0
2021-06-10,77.0,77.0,7.0,55.0,1142.0,72.0,21.0
2021-06-11,46.0,46.0,3.0,41.0,704.0,68.0,24.0
2021-06-12,31.0,31.0,7.0,58.0,471.0,80.0,27.0
2021-06-13,60.0,60.0,8.0,57.0,808.0,90.0,25.0
2021-06-14,42.0,42.0,3.0,46.0,554.0,116.0,26.0
2021-06-15,114.0,114.0,12.0,71.0,1150.0,126.0,26.0
2021-06-16,136.0,136.0,3.0,51.0,850.0,120.0,25.0
2021-06-17,84.0,84.0,2.0,44.0,767.0,103.0,22.0
2021-06-18,62.0,62.0,2.0,44.0,583.0,94.0,24.0
2021-06-19,133.0,133.0,5.0,61.0,1135.0,75.0,24.0
2021-06-20,44.0,44.0,2.0,32.0,746.0,80.0,23.0
2021-06-21,69.0,69.0,4.0,42.0,738.0,79.0,22.0
2021-06-22,32.0,32.0,2.0,42.0,404.0,77.0,22.0
2021-06-23,27.0,27.0,2.0,45.0,367.0,86.0,25.0
2021-06-24,68.0,68.0,6.0,64.0,575.0,109.0,26.0
2021-06-25,102.0,102.0,10.0,61.0,1050.0,77.0,24.0
2021-06-26,123.0,123.0,7.0,41.0,821.0,116.0,27.0
2021-06-27,23.0,23.0,5.0,41.0,254.0,70.0,28.0
2021-06-28,25.0,25.0,9.0,57.0,500.0,64.0,29.0
2021-06-29,47.0,47.0,14.0,57.0,1079.0,105.0,28.0
2021-06-30,77.0,77.0,16.0,66.0,1083.0,136.0,30.0
2021-07-01,109.0,109.0,17.0,55.0,954.0,127.0,28.0
2021-07-02,62.0,62.0,2.0,40.0,833.0,85.0,23.0
2021-07-03,207.0,207.0,3.0,53.0,1162.0,77.0,26.0
2021-07-04,198.0,198.0,2.0,53.0,1179.0,100.0,28.0
2021-07-05,122.0,122.0,3.0,50.0,871.0,98.0,28.0
2021-07-06,209.0,209.0,2.0,45.0,1212.0,124.0,29.0
2021-07-07,164.0,164.0,2.0,52.0,971.0,97.0,29.0
2021-07-08,95.0,95.0,5.0,54.0,792.0,61.0,28.0
2021-07-09,29.0,29.0,5.0,65.0,517.0,44.0,27.0
2021-07-10,31.0,31.0,7.0,48.0,404.0,84.0,30.0
2021-07-11,31.0,31.0,3.0,51.0,417.0,70.0,29.0
2021-07-12,16.0,16.0,3.0,40.0,292.0,72.0,28.0
2021-07-13,20.0,20.0,4.0,55.0,321.0,56.0,28.0
2021-07-14,28.0,28.0,4.0,50.0,438.0,97.0,28.0
2021-07-15,51.0,51.0,4.0,38.0,417.0,126.0,27.0
2021-07-16,113.0,113.0,2.0,59.0,812.0,75.0,25.0
2021-07-17,135.0,135.0,2.0,56.0,1821.0,62.0,25.0
2021-07-18,129.0,129.0,3.0,46.0,1404.0,108.0,29.0
2021-07-19,67.0,67.0,2.0,43.0,412.0,91.0,31.0
2021-07-20,65.0,65.0,3.0,33.0,446.0,104.0,31.0
2021-07-21,26.0,26.0,5.0,29.0,371.0,66.0,30.0
2021-07-22,14.0,14.0,7.0,46.0,454.0,28.0,27.0
2021-07-23,29.0,29.0,5.0,81.0,567.0,32.0,25.0
2021-07-24,72.0,72.0,4.0,85.0,962.0,46.0,26.0
2021-07-25,74.0,74.0,6.0,54.0,1204.0,104.0,28.0
2021-07-26,102.0,102.0,8.0,49.0,1000.0,142.0,29.0
2021-07-27,110.0,110.0,14.0,43.0,775.0,149.0,29.0
2021-07-28,123.0,123.0,8.0,35.0,696.0,132.0,29.0
2021-07-29,118.0,118.0,4.0,30.0,554.0,134.0,29.0
2021-07-30,132.0,132.0,2.0,33.0,1171.0,92.0,26.0
2021-07-31,210.0,210.0,2.0,40.0,1417.0,104.0,28.0
2021-08-01,161.0,161.0,2.0,45.0,1215.0,97.0,28.0
2021-08-02,121.0,121.0,2.0,52.0,812.0,89.0,29.0
2021-08-03,119.0,119.0,2.0,48.0,775.0,109.0,29.0
2021-08-04,38.0,38.0,2.0,51.0,471.0,27.0,24.0
2021-08-05,26.0,26.0,4.0,44.0,338.0,51.0,25.0
2021-08-06,37.0,37.0,3.0,60.0,433.0,52.0,28.0
2021-08-07,78.0,78.0,8.0,61.0,1083.0,108.0,27.0
2021-08-08,68.0,68.0,6.0,54.0,962.0,104.0,27.0
2021-08-09,87.0,87.0,7.0,49.0,892.0,116.0,26.0
2021-08-10,36.0,36.0,2.0,42.0,433.0,100.0,26.0
2021-08-11,24.0,24.0,4.0,46.0,408.0,70.0,28.0
2021-08-12,27.0,27.0,4.0,54.0,475.0,87.0,26.0
2021-08-13,28.0,28.0,2.0,45.0,421.0,49.0,21.0
2021-08-14,31.0,31.0,4.0,52.0,483.0,67.0,23.0
2021-08-15,45.0,45.0,3.0,61.0,508.0,77.0,25.0
2021-08-16,60.0,60.0,4.0,67.0,688.0,106.0,27.0
2021-08-17,55.0,70.0,5.0,40.0,596.0,128.0,26.0
2021-08-18,66.0,93.0,5.0,49.0,683.0,109.0,26.0
2021-08-19,92.0,130.0,4.0,51.0,808.0,120.0,27.0
2021-08-20,108.0,151.0,7.0,52.0,892.0,119.0,27.0
2021-08-21,134.0,172.0,3.0,66.0,1025.0,104.0,27.0
2021-08-22,58.0,85.0,2.0,80.0,783.0,43.0,24.0
2021-08-23,119.0,151.0,3.0,76.0,971.0,102.0,27.0
2021-08-24,19.0,42.0,5.0,36.0,333.0,61.0,26.0
2021-08-25,18.0,40.0,3.0,45.0,369.0,52.0,26.0
2021-08-26,26.0,83.0,7.0,72.0,542.0,50.0,26.0
2021-08-27,52.0,127.0,9.0,73.0,667.0,83.0,26.0
2021-08-28,84.0,138.0,5.0,66.0,788.0,84.0,24.0
2021-08-29,79.0,91.0,2.0,46.0,921.0,105.0,23.0
2021-08-30,144.0,157.0,2.0,79.0,1688.0,31.0,24.0
2021-08-31,70.0,73.0,2.0,39.0,850.0,76.0,23.0
2021-09-01,106.0,107.0,2.0,67.0,1775.0,36.0,22.0
2021-09-02,25.0,26.0,3.0,39.0,904.0,51.0,20.0
2021-09-03,17.0,36.0,7.0,49.0,475.0,19.0,23.0
2021-09-04,45.0,103.0,6.0,82.0,554.0,88.0,25.0
2021-09-05,100.0,162.0,6.0,74.0,1042.0,89.0,25.0
2021-09-06,140.0,158.0,4.0,54.0,1267.0,95.0,25.0
2021-09-07,157.0,195.0,3.0,69.0,1133.0,73.0,25.0
2021-09-08,14.0,35.0,4.0,27.0,275.0,66.0,24.0
2021-09-09,38.0,94.0,5.0,66.0,683.0,66.0,22.0
2021-09-10,73.0,142.0,9.0,84.0,1012.0,68.0,23.0
2021-09-11,89.0,151.0,8.0,86.0,1438.0,45.0,22.0
2021-09-12,72.0,87.0,4.0,72.0,729.0,29.0,21.0
2021-09-13,68.0,117.0,8.0,63.0,742.0,68.0,23.0
2021-09-14,48.0,89.0,3.0,60.0,483.0,23.0,20.0
2021-09-15,20.0,55.0,6.0,43.0,354.0,34.0,21.0
2021-09-16,42.0,109.0,6.0,82.0,500.0,8.0,18.0
2021-09-17,47.0,98.0,4.0,70.0,512.0,19.0,18.0
2021-09-18,70.0,101.0,4.0,78.0,638.0,56.0,20.0
2021-09-19,89.0,145.0,7.0,84.0,800.0,45.0,19.0
2021-09-20,129.0,147.0,5.0,72.0,950.0,68.0,21.0
2021-09-21,106.0,124.0,11.0,66.0,1588.0,50.0,22.0
2021-09-22,99.0,122.0,6.0,77.0,2200.0,9.0,20.0
2021-09-23,49.0,49.0,2.0,53.0,896.0,7.0,18.0
2021-09-24,30.0,39.0,4.0,42.0,729.0,30.0,20.0
2021-09-25,118.0,127.0,6.0,74.0,1292.0,18.0,19.0
2021-09-26,131.0,133.0,9.0,72.0,1400.0,24.0,19.0
2021-09-27,35.0,65.0,4.0,53.0,517.0,38.0,19.0
2021-09-28,58.0,114.0,9.0,84.0,1054.0,15.0,18.0
2021-09-29,56.0,88.0,3.0,53.0,800.0,25.0,19.0
2021-09-30,27.0,63.0,8.0,44.0,575.0,16.0,13.0
2021-10-01,74.0,105.0,8.0,64.0,879.0,2.0,12.0
2021-10-02,61.0,61.0,7.0,55.0,879.0,10.0,14.0
2021-10-03,100.0,111.0,7.0,66.0,1621.0,3.0,15.0
2021-10-04,83.0,83.0,2.0,48.0,992.0,30.0,15.0
2021-10-05,32.0,32.0,2.0,44.0,594.0,28.0,15.0
2021-10-06,34.0,56.0,4.0,58.0,404.0,25.0,14.0
2021-10-07,134.0,187.0,11.0,104.0,1146.0,19.0,14.0
2021-10-08,284.0,288.0,10.0,129.0,1912.0,12.0,15.0
2021-10-09,345.0,354.0,7.0,120.0,2001.0,33.0,16.0
2021-10-10,278.0,339.0,15.0,123.0,1906.0,95.0,17.0
2021-10-11,225.0,225.0,19.0,64.0,1224.0,123.0,17.0
2021-10-12,8.0,8.0,16.0,46.0,737.0,72.0,15.0
2021-10-13,15.0,15.0,9.0,44.0,405.0,30.0,11.0
2021-10-14,51.0,93.0,8.0,70.0,575.0,19.0,12.0
2021-10-15,48.0,107.0,5.0,54.0,533.0,26.0,14.0
2021-10-16,37.0,120.0,11.0,61.0,600.0,25.0,12.0
2021-10-17,107.0,208.0,15.0,131.0,1321.0,12.0,14.0
2021-10-18,184.0,284.0,20.0,165.0,2162.0,28.0,15.0
2021-10-19,280.0,355.0,15.0,158.0,2671.0,22.0,16.0
2021-10-20,213.0,213.0,7.0,91.0,1375.0,23.0,16.0
2021-10-21,42.0,51.0,21.0,72.0,1308.0,10.0,12.0
2021-10-22,85.0,179.0,14.0,97.0,1388.0,2.0,11.0
2021-10-23,133.0,205.0,15.0,112.0,1529.0,6.0,13.0
2021-10-24,243.0,289.0,13.0,126.0,2146.0,15.0,13.0
2021-10-25,333.0,337.0,7.0,119.0,2417.0,27.0,14.0
2021-10-26,83.0,83.0,3.0,51.0,833.0,29.0,14.0
2021-10-27,28.0,50.0,9.0,61.0,683.0,16.0,9.0
2021-10-28,58.0,128.0,13.0,77.0,962.0,10.0,9.0
2021-10-29,118.0,181.0,13.0,113.0,1483.0,7.0,11.0
2021-10-30,164.0,197.0,18.0,118.0,1746.0,12.0,12.0
2021-10-31,161.0,164.0,12.0,111.0,2012.0,6.0,13.0
2021-11-01,48.0,65.0,8.0,59.0,975.0,20.0,12.0
2021-11-02,6.0,18.0,5.0,27.0,308.0,38.0,10.0
2021-11-03,22.0,47.0,4.0,60.0,650.0,22.0,9.0
2021-11-04,115.0,155.0,18.0,92.0,1462.0,11.0,8.0
2021-11-05,65.0,77.0,10.0,52.0,996.0,31.0,12.0
2021-11-06,10.0,21.0,4.0,26.0,383.0,43.0,8.0
2021-11-07,46.0,68.0,13.0,60.0,1140.0,7.0,5.0
2021-11-08,73.0,83.0,12.0,71.0,1488.0,17.0,5.0
2021-11-09,59.0,66.0,5.0,71.0,933.0,16.0,6.0
2021-11-10,73.0,81.0,8.0,86.0,1200.0,8.0,6.0
2021-11-11,40.0,71.0,7.0,35.0,692.0,35.0,9.0
2021-11-12,6.0,37.0,6.0,11.0,321.0,57.0,6.0
2021-11-13,21.0,43.0,6.0,57.0,708.0,19.0,5.0
2021-11-14,35.0,65.0,14.0,68.0,967.0,11.0,5.0
2021-11-15,126.0,176.0,42.0,115.0,2300.0,2.0,5.0
2021-11-16,75.0,101.0,21.0,74.0,1721.0,21.0,7.0
2021-11-17,20.0,34.0,13.0,49.0,612.0,25.0,5.0
2021-11-18,65.0,99.0,26.0,89.0,1444.0,3.0,4.0
2021-11-19,259.0,318.0,49.0,162.0,3762.0,2.0,4.0
2021-11-20,307.0,398.0,36.0,162.0,3825.0,2.0,4.0
2021-11-21,194.0,242.0,21.0,120.0,2842.0,9.0,6.0
2021-11-22,36.0,65.0,15.0,67.0,867.0,18.0,6.0
2021-11-23,121.0,181.0,23.0,108.0,2354.0,2.0,5.0
2021-11-24,81.0,111.0,12.0,86.0,1729.0,9.0,5.0
2021-11-25,153.0,199.0,31.0,105.0,2412.0,5.0,3.0
2021-11-26,253.0,312.0,40.0,146.0,3846.0,2.0,4.0
2021-11-27,84.0,112.0,9.0,66.0,1317.0,16.0,5.0
2021-11-28,86.0,155.0,22.0,89.0,1704.0,7.0,5.0
2021-11-29,245.0,333.0,23.0,110.0,3596.0,2.0,2.0
2021-11-30,91.0,239.0,12.0,46.0,1346.0,32.0,3.0
2021-12-01,13.0,77.0,8.0,17.0,429.0,36.0,-4.0
2021-12-02,38.0,53.0,19.0,56.0,992.0,13.0,-5.0
2021-12-03,22.0,64.0,14.0,28.0,783.0,37.0,-2.0
2021-12-04,7.0,28.0,8.0,18.0,404.0,50.0,-1.0
2021-12-05,29.0,45.0,19.0,45.0,833.0,30.0,-2.0
2021-12-06,60.0,90.0,36.0,76.0,1683.0,9.0,-1.0
2021-12-07,46.0,73.0,30.0,55.0,1425.0,16.0,1.0
2021-12-08,59.0,89.0,31.0,70.0,1212.0,11.0,-1.0
2021-12-09,256.0,324.0,69.0,129.0,5329.0,2.0,-2.0
2021-12-10,124.0,231.0,35.0,65.0,2404.0,30.0,0.0
2021-12-11,21.0,39.0,17.0,35.0,596.0,33.0,-0.0
2021-12-12,10.0,45.0,10.0,19.0,444.0,39.0,0.0
2021-12-13,41.0,118.0,24.0,52.0,956.0,20.0,1.0
2021-12-14,86.0,142.0,55.0,87.0,2038.0,4.0,-0.0
2021-12-15,76.0,139.0,28.0,48.0,1762.0,30.0,-0.0
2021-12-16,9.0,37.0,5.0,16.0,400.0,45.0,-2.0
2021-12-17,55.0,121.0,31.0,54.0,1333.0,11.0,-1.0
2021-12-18,69.0,151.0,34.0,61.0,1600.0,6.0,-2.0
2021-12-19,64.0,144.0,32.0,57.0,1509.0,9.0,1.0
2021-12-20,59.0,136.0,31.0,54.0,1418.0,12.0,-2.0
2021-12-21,55.0,128.0,29.0,50.0,1328.0,16.0,-2.0
2021-12-22,50.0,120.0,27.0,46.0,1237.0,19.0,0.0
2021-12-23,45.0,113.0,25.0,43.0,1146.0,22.0,0.0
2021-12-24,41.0,105.0,24.0,39.0,1056.0,26.0,2.0
2021-12-25,36.0,97.0,22.0,36.0,965.0,29.0,-0.0
2021-12-26,31.0,89.0,20.0,32.0,874.0,32.0,-1.0
2021-12-27,27.0,82.0,18.0,28.0,784.0,36.0,-1.0
2021-12-28,22.0,74.0,17.0,25.0,693.0,39.0,2.0
2021-12-29,17.0,66.0,15.0,21.0,602.0,43.0,2.0
2021-12-30,13.0,59.0,13.0,17.0,511.0,46.0,2.0
2021-12-31,8.0,51.0,11.0,16.0,445.0,47.0,-2.0
2022-01-01,38.0,61.0,22.0,49.0,942.0,24.0,-2.0
2022-01-02,59.0,84.0,34.0,69.0,1338.0,14.0,-1.0
2022-01-03,161.0,196.0,77.0,117.0,3558.0,2.0,-3.0
2022-01-04,190.0,222.0,83.0,128.0,4217.0,4.0,0.0
2022-01-05,101.0,162.0,62.0,68.0,2892.0,27.0,4.0
2022-01-06,29.0,55.0,24.0,38.0,838.0,25.0,-0.0
2022-01-07,53.0,76.0,37.0,66.0,1612.0,7.0,-3.0
2022-01-08,130.0,173.0,54.0,103.0,3321.0,2.0,-2.0
2022-01-09,76.0,98.0,44.0,68.0,1879.0,22.0,2.0
2022-01-10,132.0,166.0,58.0,103.0,2892.0,10.0,1.0
2022-01-11,29.0,46.0,14.0,41.0,812.0,31.0,2.0
2022-01-12,118.0,139.0,44.0,83.0,2504.0,8.0,-2.0
2022-01-13,151.0,197.0,66.0,98.0,3112.0,5.0,-3.0
2022-01-14,202.0,227.0,67.0,114.0,3504.0,2.0,-3.0
2022-01-15,301.0,328.0,42.0,128.0,4825.0,2.0,-3.0
2022-01-16,100.0,114.0,13.0,36.0,2033.0,40.0,0.0
2022-01-17,60.0,68.0,30.0,58.0,1404.0,25.0,-3.0
2022-01-18,64.0,105.0,40.0,53.0,1596.0,31.0,2.0
2022-01-19,37.0,68.0,28.0,62.0,1354.0,21.0,1.0
2022-01-20,79.0,108.0,51.0,80.0,2129.0,8.0,-0.0
2022-01-21,17.0,25.0,20.0,32.0,871.0,38.0,2.0
2022-01-22,99.0,129.0,44.0,85.0,2179.0,11.0,-2.0
2022-01-23,186.0,218.0,68.0,122.0,3650.0,4.0,-1.0
2022-01-24,82.0,98.0,35.0,73.0,1950.0,10.0,-0.0
2022-01-25,107.0,111.0,18.0,53.0,1575.0,10.0,1.0
2022-01-26,84.0,87.0,11.0,34.0,1738.0,32.0,-0.0
2022-01-27,15.0,18.0,16.0,27.0,875.0,39.0,-4.0
2022-01-28,26.0,32.0,17.0,49.0,1150.0,25.0,-2.0
2022-01-29,57.0,65.0,22.0,39.0,1267.0,32.0,0.0
2022-01-30,11.0,30.0,16.0,20.0,617.0,54.0,-2.0
2022-01-31,29.0,46.0,20.0,43.0,821.0,30.0,-2.0
2022-02-01,69.0,91.0,50.0,74.0,1842.0,6.0,-4.0
2022-02-02,131.0,149.0,71.0,99.0,2917.0,12.0,-1.0
2022-02-03,105.0,114.0,39.0,75.0,2179.0,42.0,1.0
2022-02-04,10.0,47.0,14.0,18.0,412.0,78.0,2.0
2022-02-05,22.0,35.0,19.0,44.0,712.0,56.0,2.0
2022-02-06,63.0,84.0,32.0,93.0,1829.0,26.0,1.0
2022-02-07,12.0,35.0,16.0,22.0,512.0,83.0,2.0
2022-02-08,21.0,34.0,18.0,27.0,550.0,72.0,-3.0
2022-02-09,99.0,123.0,49.0,88.0,1888.0,79.0,-2.0
2022-02-10,119.0,157.0,52.0,107.0,2521.0,35.0,2.0
2022-02-11,43.0,71.0,26.0,45.0,1196.0,65.0,5.0
2022-02-12,29.0,42.0,12.0,40.0,692.0,71.0,2.0
2022-02-13,116.0,139.0,36.0,92.0,2221.0,52.0,2.0
2022-02-14,226.0,245.0,64.0,129.0,3396.0,28.0,3.0
2022-02-15,266.0,295.0,86.0,136.0,4746.0,9.0,3.0
2022-02-16,107.0,146.0,38.0,56.0,2288.0,33.0,4.0
2022-02-17,19.0,38.0,10.0,32.0,546.0,46.0,4.0
2022-02-18,41.0,55.0,21.0,38.0,821.0,56.0,4.0
2022-02-19,172.0,216.0,54.0,42.0,1312.0,48.0,2.0
2022-02-20,118.0,118.0,13.0,44.0,1483.0,26.0,1.0
2022-02-21,138.0,254.0,12.0,33.0,1546.0,35.0,1.0
2022-02-22,38.0,318.0,5.0,15.0,358.0,65.0,-1.0
2022-02-23,53.0,124.0,27.0,36.0,767.0,51.0,-0.0
2022-02-24,151.0,236.0,43.0,68.0,2196.0,31.0,1.0
2022-02-25,65.0,97.0,13.0,34.0,962.0,53.0,3.0
2022-02-26,13.0,23.0,7.0,19.0,400.0,63.0,2.0
2022-02-27,21.0,39.0,13.0,34.0,671.0,44.0,-0.0
2022-02-28,119.0,123.0,12.0,45.0,1217.0,23.0,0.0
2022-03-01,30.0,82.0,11.0,40.0,700.0,53.0,5.0
2022-03-02,53.0,106.0,21.0,52.0,1379.0,45.0,6.0
2022-03-03,10.0,69.0,2.0,8.0,275.0,74.0,2.0
2022-03-04,24.0,46.0,13.0,37.0,621.0,57.0,2.0
2022-03-05,117.0,149.0,60.0,71.0,1754.0,42.0,2.0
2022-03-06,201.0,225.0,68.0,93.0,2267.0,36.0,2.0
2022-03-07,236.0,254.0,53.0,95.0,2429.0,44.0,5.0
2022-03-08,125.0,141.0,31.0,58.0,1417.0,49.0,6.0
2022-03-09,10.0,32.0,3.0,13.0,279.0,80.0,1.0
2022-03-10,29.0,45.0,11.0,45.0,667.0,57.0,2.0
2022-03-11,46.0,68.0,20.0,59.0,1033.0,49.0,4.0
2022-03-12,76.0,105.0,28.0,78.0,1562.0,32.0,5.0
2022-03-13,69.0,82.0,26.0,68.0,1329.0,44.0,5.0
2022-03-14,103.0,132.0,44.0,92.0,2021.0,16.0,4.0
2022-03-15,98.0,208.0,23.0,75.0,1629.0,50.0,9.0
2022-03-16,205.0,300.0,35.0,97.0,2083.0,14.0,10.0
2022-03-17,199.0,243.0,18.0,67.0,1829.0,55.0,11.0
2022-03-18,43.0,86.0,12.0,46.0,692.0,67.0,9.0
2022-03-19,89.0,215.0,14.0,84.0,1217.0,40.0,11.0
2022-03-20,44.0,199.0,6.0,54.0,538.0,60.0,14.0
2022-03-21,20.0,102.0,5.0,32.0,408.0,69.0,15.0
2022-03-22,22.0,121.0,4.0,22.0,375.0,76.0,10.0
2022-03-23,37.0,98.0,9.0,51.0,762.0,52.0,10.0
2022-03-24,80.0,135.0,31.0,78.0,2004.0,50.0,9.0
2022-03-25,122.0,174.0,43.0,86.0,1950.0,57.0,11.0
2022-03-26,103.0,173.0,22.0,65.0,1104.0,82.0,14.0
2022-03-27,102.0,157.0,26.0,58.0,1050.0,91.0,15.0
2022-03-28,63.0,284.0,9.0,36.0,571.0,77.0,18.0
2022-03-29,79.0,305.0,18.0,85.0,1179.0,49.0,15.0
2022-03-30,155.0,354.0,28.0,88.0,1658.0,64.0,17.0
2022-03-31,123.0,143.0,15.0,65.0,1960.0,43.0,12.0
2022-04-01,54.0,69.0,4.0,59.0,721.0,46.0,10.0
2022-04-02,34.0,35.0,2.0,29.0,746.0,72.0,9.0
2022-04-03,32.0,41.0,6.0,34.0,621.0,96.0,12.0
2022-04-04,64.0,75.0,8.0,39.0,671.0,115.0,13.0
2022-04-05,56.0,98.0,3.0,39.0,496.0,70.0,13.0
2022-04-06,22.0,33.0,2.0,17.0,246.0,80.0,7.0
2022-04-07,24.0,44.0,5.0,30.0,354.0,69.0,8.0
2022-04-08,99.0,138.0,15.0,60.0,896.0,48.0,9.0
2022-04-09,163.0,188.0,20.0,69.0,1212.0,58.0,11.0
2022-04-10,163.0,178.0,12.0,79.0,1158.0,56.0,14.0
2022-04-11,144.0,158.0,17.0,57.0,1908.0,70.0,14.0
2022-04-12,12.0,37.0,2.0,15.0,267.0,76.0,8.0
2022-04-13,26.0,37.0,3.0,24.0,419.0,98.0,11.0
2022-04-14,58.0,99.0,6.0,76.0,750.0,56.0,16.0
2022-04-15,122.0,338.0,15.0,95.0,1170.0,46.0,17.0
2022-04-16,48.0,149.0,3.0,16.0,392.0,92.0,16.0
2022-04-17,85.0,202.0,21.0,66.0,633.0,61.0,18.0
2022-04-18,145.0,296.0,27.0,110.0,1433.0,49.0,18.0
2022-04-19,67.0,120.0,5.0,49.0,612.0,60.0,17.0
2022-04-20,115.0,146.0,6.0,52.0,854.0,70.0,16.0
2022-04-21,82.0,154.0,8.0,60.0,696.0,66.0,19.0
2022-04-22,52.0,134.0,8.0,61.0,650.0,69.0,19.0
